place_name,full_url,service_name,service_attribue
CAARUD Aurore,'https://soliguide.fr/fr/fiche/caarud-aurore-aulnay-sous-bois-139',Douche,
CAARUD Aurore,'https://soliguide.fr/fr/fiche/caarud-aurore-aulnay-sous-bois-139',Laverie,Laverie
CAARUD Aurore,'https://soliguide.fr/fr/fiche/caarud-aurore-aulnay-sous-bois-139',Wifi,
CAARUD Aurore,'https://soliguide.fr/fr/fiche/caarud-aurore-aulnay-sous-bois-139',Prise,
CAARUD Aurore,'https://soliguide.fr/fr/fiche/caarud-aurore-aulnay-sous-bois-139',Toilettes,
Toilettes publiques,'https://soliguide.fr/fr/fiche/sanisette-saint-ouen-1361',Toilettes,
Toilettes publiques,'https://soliguide.fr/fr/fiche/sanisette-paris-1543',Toilettes,
CMP Pantin,'https://soliguide.fr/fr/fiche/cmp-pantin-2177',Psychologie,
Restos du Coeur - Centre dactivités d'Aubervilliers,'https://soliguide.fr/fr/fiche/centre-de-distribution-des-restos-du-coeur-aubervilliers-2362',Colis alimentaire,Épicerie sociale et solidaire
Restos du Coeur - Centre dactivités d'Aulnay-sous-Bois,'https://soliguide.fr/fr/fiche/centre-de-distribution-des-restos-du-coeur-aulnay-sous-bois-2363',Colis alimentaire,Épicerie sociale et solidaire
Restos du Coeur - Centre dactivités de Bondy,'https://soliguide.fr/fr/fiche/centre-de-distribution-des-restos-du-coeur-bondy-2365',Colis alimentaire,Épicerie sociale et solidaire
Restos du Coeur - Centre dactivités de Drancy,'https://soliguide.fr/fr/fiche/centre-de-distribution-des-restos-du-coeur-drancy-2366',Colis alimentaire,Épicerie sociale et solidaire
Restos du Coeur - Centre dactivités de Drancy,'https://soliguide.fr/fr/fiche/centre-de-distribution-des-restos-du-coeur-drancy-2366',Toilettes,
Restos du Coeur - Centre dactivités de Drancy,'https://soliguide.fr/fr/fiche/centre-de-distribution-des-restos-du-coeur-drancy-2366',Prise,
Restos du Coeur - Centre dactivités de Drancy,'https://soliguide.fr/fr/fiche/centre-de-distribution-des-restos-du-coeur-drancy-2366',Activités diverses,
Restos du Coeur - Centre dactivités de Drancy,'https://soliguide.fr/fr/fiche/centre-de-distribution-des-restos-du-coeur-drancy-2366',Bibliothèque,Bibliothèque
Restos du Coeur - Centre dactivités de Drancy,'https://soliguide.fr/fr/fiche/centre-de-distribution-des-restos-du-coeur-drancy-2366',Vêtements,Vêtements
Restos du Coeur - Centre dactivités de La Courneuve,'https://soliguide.fr/fr/fiche/centre-de-distribution-des-restos-du-coeur-la-courneuve-2368',Colis alimentaire,Épicerie sociale et solidaire
Restos du Coeur - Centre dactivités de La Courneuve,'https://soliguide.fr/fr/fiche/centre-de-distribution-des-restos-du-coeur-la-courneuve-2368',Colis bébé,Colis bébé
Restos du Coeur - Centre dactivités de La Courneuve,'https://soliguide.fr/fr/fiche/centre-de-distribution-des-restos-du-coeur-la-courneuve-2368',Bibliothèque,
Restos du Coeur - Centre dactivités de La Courneuve,'https://soliguide.fr/fr/fiche/centre-de-distribution-des-restos-du-coeur-la-courneuve-2368',Vêtements,Vêtements
Restos du Coeur - Centre dactivités du Pré-Saint-Gervais,'https://soliguide.fr/fr/fiche/centre-de-distribution-des-restos-du-coeur-le-pre-saint-gervais-2370',Colis alimentaire,Épicerie sociale et solidaire
Restos du Coeur - Centre dactivités du Pré-Saint-Gervais,'https://soliguide.fr/fr/fiche/centre-de-distribution-des-restos-du-coeur-le-pre-saint-gervais-2370',Accompagnement social,
Restos du Coeur - Centre dactivités des Lilas,'https://soliguide.fr/fr/fiche/centre-de-distribution-des-restos-du-coeur-les-lilas-2371',Colis alimentaire,Épicerie sociale et solidaire
Restos du Coeur - Centre dactivités de Noisy-le-Grand,'https://soliguide.fr/fr/fiche/centre-de-distribution-des-restos-du-coeur-noisy-le-grand-2372',Colis alimentaire,Épicerie sociale et solidaire
Restos du Coeur - Centre dactivités de Noisy-le-Grand,'https://soliguide.fr/fr/fiche/centre-de-distribution-des-restos-du-coeur-noisy-le-grand-2372',Prise,
Restos du Coeur - Centre dactivités de Noisy-le-Grand,'https://soliguide.fr/fr/fiche/centre-de-distribution-des-restos-du-coeur-noisy-le-grand-2372',Fontaine à eau,
Restos du Coeur - Centre dactivités de Noisy-le-Grand,'https://soliguide.fr/fr/fiche/centre-de-distribution-des-restos-du-coeur-noisy-le-grand-2372',Bibliothèque,
Restos du Coeur - Centre dactivités de Noisy-le-Grand,'https://soliguide.fr/fr/fiche/centre-de-distribution-des-restos-du-coeur-noisy-le-grand-2372',Vêtements,
Restos du Coeur - Centre dactivités de Noisy-le-Sec,'https://soliguide.fr/fr/fiche/centre-de-distribution-des-restos-du-coeur-noisy-le-sec-2373',Colis alimentaire,Épicerie sociale et solidaire
Restos du Coeur - Centre dactivités de Pantin,'https://soliguide.fr/fr/fiche/centre-de-distribution-des-restos-du-coeur-pantin-2374',Colis alimentaire,Épicerie sociale et solidaire
Restos du Coeur - Centre dactivités de Pierrefitte,'https://soliguide.fr/fr/fiche/centre-de-distribution-des-restos-du-coeur-pierrefitte-sur-seine-2376',Colis alimentaire,Épicerie sociale et solidaire
Restos du Coeur - Centre dactivités de Saint-Denis,'https://soliguide.fr/fr/fiche/centre-de-distribution-des-restos-du-coeur-saint-denis-2378',Colis alimentaire,Épicerie sociale et solidaire
Restos du Coeur - Centre dactivités de Saint-Ouen,'https://soliguide.fr/fr/fiche/centre-de-distribution-des-restos-du-coeur-saint-ouen-2379',Colis alimentaire,Épicerie sociale et solidaire
Restos du Coeur - Centre dactivités de Stains,'https://soliguide.fr/fr/fiche/centre-de-distribution-des-restos-du-coeur-stains-2380',Colis alimentaire,Épicerie sociale et solidaire
Restos du Coeur - Centre dactivités de Tremblay-en-France,'https://soliguide.fr/fr/fiche/centre-de-distribution-des-restos-du-coeur-tremblay-en-france-2381',Colis alimentaire,Épicerie sociale et solidaire
Restos du Coeur - Centre dactivités de Villepinte,'https://soliguide.fr/fr/fiche/centre-de-distribution-des-restos-du-coeur-villepinte-2383',Colis alimentaire,Épicerie sociale et solidaire
Le Pôle Social,'https://soliguide.fr/fr/fiche/le-pole-social-epinay-sur-seine-2384',Douche,Accueil de jour
Le Pôle Social,'https://soliguide.fr/fr/fiche/le-pole-social-epinay-sur-seine-2384',Laverie,Laverie
Le Pôle Social,'https://soliguide.fr/fr/fiche/le-pole-social-epinay-sur-seine-2384',Écrivain public,Écrivain public
Le Pôle Social,'https://soliguide.fr/fr/fiche/le-pole-social-epinay-sur-seine-2384',Permanence juridique,Permanence juridique
Le Pôle Social,'https://soliguide.fr/fr/fiche/le-pole-social-epinay-sur-seine-2384',Conseil administratif,Conseil budget
Restos du Coeur - Centre dactivités du Bourget,'https://soliguide.fr/fr/fiche/centre-de-distribution-des-restos-du-coeur-paris-2385',Colis alimentaire,Épicerie sociale et solidaire
Restos du Coeur - Centre dactivités de Neuilly-sur-Marne,'https://soliguide.fr/fr/fiche/centre-de-distribution-des-restos-du-coeur-neuilly-sur-marne-2386',Colis alimentaire,Épicerie sociale et solidaire
Restos du Coeur - Centre dactivités de Montreuil,'https://soliguide.fr/fr/fiche/les-restos-du-coeur-de-montreuil-2388',Vêtements,Boutique Solidaire
Restos du Coeur - Centre dactivités de Montreuil,'https://soliguide.fr/fr/fiche/les-restos-du-coeur-de-montreuil-2388',Colis alimentaire,Panier alimentaire
Restos du Coeur - Centre dactivités de Montreuil,'https://soliguide.fr/fr/fiche/les-restos-du-coeur-de-montreuil-2388',Bien-être,Coiffure
Restos du Coeur - Centre dactivités de Montreuil,'https://soliguide.fr/fr/fiche/les-restos-du-coeur-de-montreuil-2388',Accompagnement à l'emploi,Accompagnement à l’emploi
Restos du Coeur - Centre dactivités de Montreuil,'https://soliguide.fr/fr/fiche/les-restos-du-coeur-de-montreuil-2388',Écrivain public,Écrivain public
Restos du Coeur - Centre dactivités de Montreuil,'https://soliguide.fr/fr/fiche/les-restos-du-coeur-de-montreuil-2388',Atelier numérique,Atelier numérique
Restos du Coeur - Centre dactivités de Montreuil,'https://soliguide.fr/fr/fiche/les-restos-du-coeur-de-montreuil-2388',Permanence juridique,Permanence juridique
Restos du Coeur - Centre dactivités de Sevran,'https://soliguide.fr/fr/fiche/centre-de-distribution-des-restos-du-coeur-sevran-2389',Colis alimentaire,Épicerie sociale et solidaire
Association Speranza,'https://soliguide.fr/fr/fiche/association-speranza-le-blanc-mesnil-2404',Épicerie sociale et solidaire,
Boutique Coup de Main - Pantin,'https://soliguide.fr/fr/fiche/boutique-coup-de-main-pantin-2454',Magasin solidaire,Boutique Solidaire
Boutique Coup de Main - Pantin,'https://soliguide.fr/fr/fiche/boutique-coup-de-main-pantin-2454',Insertion par l'activité économique,Accompagnement à l’emploi
Boutique Coup de Main - Bagnolet,'https://soliguide.fr/fr/fiche/boutique-coup-de-main-bagnolet-2455',Vêtements,
Boutique Coup de Main - Bagnolet,'https://soliguide.fr/fr/fiche/boutique-coup-de-main-bagnolet-2455',Magasin solidaire,Boutique Solidaire
Boutique Coup de Main - Bagnolet,'https://soliguide.fr/fr/fiche/boutique-coup-de-main-bagnolet-2455',Insertion par l'activité économique,Accompagnement à l’emploi
Habitat-Cité,'https://soliguide.fr/fr/fiche/permanence-acces-aux-droits-pour-les-russophones-pantin-2648',Permanence juridique,Accompagnement social
Association Ikambere « La Maison Accueillante »,'https://soliguide.fr/fr/fiche/association-ikambere-la-maison-accueillante-saint-denis-2661',Accompagnement social,Accompagnement social
Association Ikambere « La Maison Accueillante »,'https://soliguide.fr/fr/fiche/association-ikambere-la-maison-accueillante-saint-denis-2661',Conseil aux parents,Conseil aux parents
Association Ikambere « La Maison Accueillante »,'https://soliguide.fr/fr/fiche/association-ikambere-la-maison-accueillante-saint-denis-2661',Atelier numérique,Atelier numérique
Association Ikambere « La Maison Accueillante »,'https://soliguide.fr/fr/fiche/association-ikambere-la-maison-accueillante-saint-denis-2661',Cours de français,Cours de français
Association Ikambere « La Maison Accueillante »,'https://soliguide.fr/fr/fiche/association-ikambere-la-maison-accueillante-saint-denis-2661',Accompagnement à l'emploi,Accompagnement à l’emploi
Association Ikambere « La Maison Accueillante »,'https://soliguide.fr/fr/fiche/association-ikambere-la-maison-accueillante-saint-denis-2661',Bien-être,Activités diverses
Association Ikambere « La Maison Accueillante »,'https://soliguide.fr/fr/fiche/association-ikambere-la-maison-accueillante-saint-denis-2661',Ordinateur,Atelier numérique
Association Ikambere « La Maison Accueillante »,'https://soliguide.fr/fr/fiche/association-ikambere-la-maison-accueillante-saint-denis-2661',Distribution de repas,Distribution de repas
Association Ikambere « La Maison Accueillante »,'https://soliguide.fr/fr/fiche/association-ikambere-la-maison-accueillante-saint-denis-2661',Colis alimentaire,Épicerie sociale et solidaire
Association Ikambere « La Maison Accueillante »,'https://soliguide.fr/fr/fiche/association-ikambere-la-maison-accueillante-saint-denis-2661',Accueil de jour,Accueil de jour
Association Ikambere « La Maison Accueillante »,'https://soliguide.fr/fr/fiche/association-ikambere-la-maison-accueillante-saint-denis-2661',Activités sportives,Activités sportives
Association Ikambere « La Maison Accueillante »,'https://soliguide.fr/fr/fiche/association-ikambere-la-maison-accueillante-saint-denis-2661',Activités diverses,
Association Ikambere « La Maison Accueillante »,'https://soliguide.fr/fr/fiche/association-ikambere-la-maison-accueillante-saint-denis-2661',Activités diverses,nutrition
Association Ikambere « La Maison Accueillante »,'https://soliguide.fr/fr/fiche/association-ikambere-la-maison-accueillante-saint-denis-2661',Activités diverses,Point d'information et d’orientation
Association Ikambere « La Maison Accueillante »,'https://soliguide.fr/fr/fiche/association-ikambere-la-maison-accueillante-saint-denis-2661',Activités diverses,
SPADA 93,'https://soliguide.fr/fr/fiche/spada-93-aubervilliers-2666',Accompagnement social,
SPADA 93,'https://soliguide.fr/fr/fiche/spada-93-aubervilliers-2666',Domiciliation,
SPADA 93,'https://soliguide.fr/fr/fiche/spada-93-aubervilliers-2666',Conseil administratif,
SPADA 93,'https://soliguide.fr/fr/fiche/spada-93-aubervilliers-2666',Dépistage,Point d'information et d’orientation
Mission Locale d'Aubervilliers / AISPJA,'https://soliguide.fr/fr/fiche/mission-locale-aubervilliers-2677',Accompagnement à l'emploi,
Mission Locale d'Aubervilliers / AISPJA,'https://soliguide.fr/fr/fiche/mission-locale-aubervilliers-2677',Ordinateur,
Mission Locale d'Aubervilliers / AISPJA,'https://soliguide.fr/fr/fiche/mission-locale-aubervilliers-2677',Conseil administratif,
Mission Locale La Lyr - Bobigny,'https://soliguide.fr/fr/fiche/mission-locale-mire-antenne-de-bobigny-2683',Accompagnement à l'emploi,
SOS Victimes 93 - Point d'accès aux droits,'https://soliguide.fr/fr/fiche/sos-victimes-93-point-acces-aux-droits-bobigny-2685',Permanence juridique,Permanence juridique
SOS Victimes 93 - Point d'accès aux droits,'https://soliguide.fr/fr/fiche/sos-victimes-93-point-acces-aux-droits-bobigny-2685',Psychologie,Psychologie
Mission Locale Paris Terres d'Envol - Antenne du Blanc-Mesnil,'https://soliguide.fr/fr/fiche/mission-locale-mire-antenne-du-blanc-mesnil-le-blanc-mesnil-2687',Accompagnement à l'emploi,
Mission Locale Paris Terres d'Envol - Antenne de Drancy,'https://soliguide.fr/fr/fiche/mission-locale-mire-antenne-de-drancy-2690',Accompagnement à l'emploi,Accompagnement à l’emploi
PASS - GHI Montfermeil,'https://soliguide.fr/fr/fiche/pass-du-ghi-montfermeil-2695',Accompagnement social,Accès aux droits de santé
La Place Santé,'https://soliguide.fr/fr/fiche/centre-de-sante-association-sante-bien-etre-saint-denis-2696',Généraliste,Médecin généraliste
La Place Santé,'https://soliguide.fr/fr/fiche/centre-de-sante-association-sante-bien-etre-saint-denis-2696',Gynécologie,Médecin généraliste
La Place Santé,'https://soliguide.fr/fr/fiche/centre-de-sante-association-sante-bien-etre-saint-denis-2696',Conseil administratif,Point d'information et d’orientation
La Place Santé,'https://soliguide.fr/fr/fiche/centre-de-sante-association-sante-bien-etre-saint-denis-2696',Activités diverses,Activités diverses
Mission Locale Intercommunale - antenne de Bondy,'https://soliguide.fr/fr/fiche/mission-locale-bondy-2699',Accompagnement à l'emploi,
Mission Locale Intercommunale - antenne de Bondy,'https://soliguide.fr/fr/fiche/mission-locale-bondy-2699',Accompagnement social,
point-justice du Pré Saint-Gervais,'https://soliguide.fr/fr/fiche/point-acces-aux-droits-le-pre-saint-gervais-2702',Permanence juridique,Permanence juridique
point-justice du Pré Saint-Gervais,'https://soliguide.fr/fr/fiche/point-acces-aux-droits-le-pre-saint-gervais-2702',Permanence juridique,Permanence juridique
point-justice du Pré Saint-Gervais,'https://soliguide.fr/fr/fiche/point-acces-aux-droits-le-pre-saint-gervais-2702',Conseil logement,Permanence juridique
point-justice du Pré Saint-Gervais,'https://soliguide.fr/fr/fiche/point-acces-aux-droits-le-pre-saint-gervais-2702',Permanence juridique,Permanence juridique
point-justice du Pré Saint-Gervais,'https://soliguide.fr/fr/fiche/point-acces-aux-droits-le-pre-saint-gervais-2702',Permanence juridique,Permanence juridique
Mission Locale CODE - antenne d'Épinay-sur-Seine,'https://soliguide.fr/fr/fiche/mission-locale-epinay-sur-seine-2706',Accompagnement à l'emploi,
Mission Locale CODE - antenne d'Épinay-sur-Seine,'https://soliguide.fr/fr/fiche/mission-locale-epinay-sur-seine-2706',Accompagnement social,
Mission Locale CODE- antenne de Saint-Ouen-sur-Seine,'https://soliguide.fr/fr/fiche/mission-locale-de-saint-ouen-2708',Accompagnement à l'emploi,
Mission Locale CODE- antenne de Saint-Ouen-sur-Seine,'https://soliguide.fr/fr/fiche/mission-locale-de-saint-ouen-2708',Accompagnement social,
PASS - Hôpital Avicenne,'https://soliguide.fr/fr/fiche/pass-de-hopital-avicenne-bobigny-2714',Accompagnement social,Accompagnement social
PASS - Hôpital Avicenne,'https://soliguide.fr/fr/fiche/pass-de-hopital-avicenne-bobigny-2714',Généraliste,Médecin généraliste
Mission Locale CODE - antenne de Villetaneuse,'https://soliguide.fr/fr/fiche/mission-locale-de-villetaneuse-2715',Accompagnement à l'emploi,
Mission Locale CODE - antenne de Villetaneuse,'https://soliguide.fr/fr/fiche/mission-locale-de-villetaneuse-2715',Accompagnement social,
PASS - Hôpital Jean Verdier,'https://soliguide.fr/fr/fiche/pass-de-hopital-jean-verdier-paris-2744',Accompagnement social,Accompagnement social
PASS - Hôpital Jean Verdier,'https://soliguide.fr/fr/fiche/pass-de-hopital-jean-verdier-paris-2744',Généraliste,Polyclinique
point-justice de Livry-Gargan,'https://soliguide.fr/fr/fiche/point-acces-aux-droits-livry-gargan-2750',Conseil logement,Permanence juridique
point-justice de Livry-Gargan,'https://soliguide.fr/fr/fiche/point-acces-aux-droits-livry-gargan-2750',Écrivain public,Écrivain public
point-justice de Livry-Gargan,'https://soliguide.fr/fr/fiche/point-acces-aux-droits-livry-gargan-2750',Accompagnement social,Conseil administratif
point-justice de Livry-Gargan,'https://soliguide.fr/fr/fiche/point-acces-aux-droits-livry-gargan-2750',Conseil logement,Conseil logement
point-justice de Livry-Gargan,'https://soliguide.fr/fr/fiche/point-acces-aux-droits-livry-gargan-2750',Permanence juridique,Conseil administratif
point-justice de Livry-Gargan,'https://soliguide.fr/fr/fiche/point-acces-aux-droits-livry-gargan-2750',Permanence juridique,Permanence juridique
Mission Locale de La Courneuve,'https://soliguide.fr/fr/fiche/mission-locale-intercommunale-de-la-courneuve-2751',Accompagnement à l'emploi,
PASS - CHI Robert Ballanger,'https://soliguide.fr/fr/fiche/chi-robert-ballanger-pass-aulnay-sous-bois-2758',Accompagnement social,
PASS - CHI Robert Ballanger,'https://soliguide.fr/fr/fiche/chi-robert-ballanger-pass-aulnay-sous-bois-2758',Généraliste,Médecin généraliste
Mission Locale de la Dhuys - Clichy-sous-Bois,'https://soliguide.fr/fr/fiche/mission-locale-de-la-dhuys-clichy-sous-bois-2759',Accompagnement à l'emploi,
point-justice de Drancy,'https://soliguide.fr/fr/fiche/point-acces-aux-droits-drancy-2764',Permanence juridique,Aucun service adapté
point-justice de Drancy,'https://soliguide.fr/fr/fiche/point-acces-aux-droits-drancy-2764',Permanence juridique,Permanence juridique
point-justice de Drancy,'https://soliguide.fr/fr/fiche/point-acces-aux-droits-drancy-2764',Permanence juridique,Permanence juridique
point-justice de Drancy,'https://soliguide.fr/fr/fiche/point-acces-aux-droits-drancy-2764',Permanence juridique,Permanence juridique
point-justice de Drancy,'https://soliguide.fr/fr/fiche/point-acces-aux-droits-drancy-2764',Écrivain public,
point-justice de Drancy,'https://soliguide.fr/fr/fiche/point-acces-aux-droits-drancy-2764',Conseil logement,Conseil logement
PASS - Centre hospitalier de Saint-Denis Delafontaine,'https://soliguide.fr/fr/fiche/pass-du-centre-hospitalier-de-saint-denis-2766',Accompagnement social,Ouverture aux droits de santé
PASS - Centre hospitalier de Saint-Denis Delafontaine,'https://soliguide.fr/fr/fiche/pass-du-centre-hospitalier-de-saint-denis-2766',Généraliste,Conseil logement
PASS - Centre hospitalier de Saint-Denis Delafontaine,'https://soliguide.fr/fr/fiche/pass-du-centre-hospitalier-de-saint-denis-2766',Dentaire,Conseil logement
PASS - Centre hospitalier de Saint-Denis Delafontaine,'https://soliguide.fr/fr/fiche/pass-du-centre-hospitalier-de-saint-denis-2766',Soins enfants,Conseil logement
PASS - Centre hospitalier de Saint-Denis Delafontaine,'https://soliguide.fr/fr/fiche/pass-du-centre-hospitalier-de-saint-denis-2766',Oto-rhino-laryngologie,Conseil logement
PASS - Centre hospitalier de Saint-Denis Delafontaine,'https://soliguide.fr/fr/fiche/pass-du-centre-hospitalier-de-saint-denis-2766',Ophtalmologie,Conseil logement
PASS - Centre hospitalier de Saint-Denis Delafontaine,'https://soliguide.fr/fr/fiche/pass-du-centre-hospitalier-de-saint-denis-2766',Stomatologie,Conseil logement
PASS - Centre hospitalier de Saint-Denis Delafontaine,'https://soliguide.fr/fr/fiche/pass-du-centre-hospitalier-de-saint-denis-2766',Rhumatologie,Conseil logement
PASS - Centre hospitalier de Saint-Denis Delafontaine,'https://soliguide.fr/fr/fiche/pass-du-centre-hospitalier-de-saint-denis-2766',Gastro-entérologie,Conseil logement
PASS - Centre hospitalier de Saint-Denis Delafontaine,'https://soliguide.fr/fr/fiche/pass-du-centre-hospitalier-de-saint-denis-2766',Gynécologie,
Mission Locale Intercommunale - antenne de Montreuil,'https://soliguide.fr/fr/fiche/mission-locale-intercommunale-antenne-de-montreuil-2770',Accompagnement social,
Mission Locale Intercommunale - antenne de Montreuil,'https://soliguide.fr/fr/fiche/mission-locale-intercommunale-antenne-de-montreuil-2770',Accompagnement à l'emploi,
Maison des services publics de Montfermeil,'https://soliguide.fr/fr/fiche/maison-des-services-publics-de-montfermeil-2772',Permanence juridique,Permanence juridique
Maison des services publics de Montfermeil,'https://soliguide.fr/fr/fiche/maison-des-services-publics-de-montfermeil-2772',Permanence juridique,Permanence juridique
Maison des services publics de Montfermeil,'https://soliguide.fr/fr/fiche/maison-des-services-publics-de-montfermeil-2772',Conseil logement,Accompagnement social
Maison des services publics de Montfermeil,'https://soliguide.fr/fr/fiche/maison-des-services-publics-de-montfermeil-2772',Conseil administratif,Conseil administratif
Maison des services publics de Montfermeil,'https://soliguide.fr/fr/fiche/maison-des-services-publics-de-montfermeil-2772',Accompagnement social,Conseil administratif
Mission Locale de la Lyr - Pantin,'https://soliguide.fr/fr/fiche/mission-locale-de-la-lyr-pantin-2774',Accompagnement social,
Mission Locale de la Lyr - Pantin,'https://soliguide.fr/fr/fiche/mission-locale-de-la-lyr-pantin-2774',Accompagnement à l'emploi,
Mission Locale de la Marne aux Bois - Rosny,'https://soliguide.fr/fr/fiche/mission-locale-de-la-marne-aux-bois-rosny-rosny-sous-bois-2777',Accompagnement social,
