place_id,place_name,erreurs
65eac2642bf3eed8868cd0b4,Bus Santé - Noisy-le-Sec,primo -arrivants → primo-arrivants
65ef15d62bf3eed88691bad4,Centre de Soins d'Accompagnement et de Prévention en Addictologie (CSAPA) - Le Corbillon,"Delafontaine → Bellefontaine, Bellifontaine | protoxyte → protoxyde | chemsex → Chessex | Casado → Cas ado, Casa do | Delafontaine → Bellefontaine, Bellifontaine | Delafontaine → Bellefontaine, Bellifontaine"
65f81fa9fb6d831d491d77cc,Espace Joséphine Baker,"Orgemont → Orcemont, Orge mont | Écondeaux → Escondeaux"
5cd42681194e437daf4dfbfa,Epicerie Bondy Solidarités,"bondynoises → aindinoises, bondonnasses, bondérises, bondérisés, béninoises"
66169092fe1604797b5ab907,Fontaine à eau,"Domus → D'opus, D'obus, D'omis, D'OMS, D'émus"
661691f3fe1604797b5ac20d,Toilettes publiques,"Montreau → Montréal, Montereau, Montireau, Montroy, Montre au"
66169677fe1604797b5af015,Point wifi,"Valbon → Vallon, Valbonne, Albon, Val bon"
6616967afe1604797b5af051,Fontaine à eau,"Valbon → Vallon, Valbonne, Albon, Val bon"
6627c0a2f04b26c24adc3a48,Pantin Insertion,"Pantinois → Pantin ois | Lyr → Lys, Lyre, LR, Tyr, Leyr | Connect → Donnent, Connecte, Connecté, Connexe, Bonnet"
6638c8eb9db0a323ae93361b,Services d'Accueil et d'Urgence (SAU) - CHI Montfermeil,"7jours → 7 jours | Ballanger → Balancer, Bellange, Bal langer, Bélanger | Répétitions lettres : «www»"
6638c8099db0a323ae932ff4,Services d'Accueil et d'Urgence (SAU) - CHI Saint-Denis,"7jours → 7 jours | Ballanger → Balancer, Bellange, Bal langer, Bélanger | Répétitions lettres : «www»"
6638ca149db0a323ae933da1,Services d'Accueil et d'Urgence (SAU) - CHU Avicenne,"7jours → 7 jours | Ballanger → Balancer, Bellange, Bal langer, Bélanger | Répétitions lettres : «www»"
6662fd079fd4a8d412120e8b,La Cité Fertile,"Installée → Installée, Instillée | à → à, a, A, au, an | Cité → Cité, Cite, Citer, Cités, Citée | dédié → dédié, dédie, dédiée, dédiés, dédier | à → à, a, A, au, an | écologique → écologique | Linkee → L'innée, L'Insee, Likée, Lingée, Likee"
6667177b9fd4a8d41218d6c9,Equipe spécialisée de soins infirmiers précarité  (ESSIP) - La Main Tendue,"Education → Éducation, Éducations"
666852569fd4a8d4121e9b6d,Caisse Primaire Assurance Maladie (CPAM ) - agence de Bobigny,"Ameli → Amélie, Ampli, Amel, Amélia, Amolli | professionels → professionnels, professionnel, professionnelles, processionnels, professionnelle | Ameli → Amélie, Ampli, Amel, Amélia, Amolli"
66729db2b3b9c257635168e7,Permanence RESF Romainville,"Education → Éducation, Éducations"
667433dcb3b9c2576362da7b,Upromi - Neuilly-Plaisance,"Educatif → Éducatif, Éducatifs"
668fad0dd5f8bcb8142bbb71,Fontaine à eau,Île de France → Île-de-France
668ff416c8a0f8065b29aaaa,Fontaine à eau,Île de France → Île-de-France
66e00b15c80e3ac1327d1b98,La Ruche - Saint-Denis,"co → quo, que, qui, ce, cm | working → parking, Göring, forcing, Waring, warning"
66f2c97c90d8b26fcdf9c5b3,LES RELAIS SOLIDAIRES,Economie Sociale → économico-sociale
66f54d68c1ffc6ee547aa76b,La Ruche - Stains,"co → quo, que, qui, ce, cm | working → parking, Göring, forcing, Waring, warning"
674d82e5bf2c49cd69c649fe,Alter'Nature - Saint-Denis,"Alter'Nature → Alternative, Alternateur, Alternateurs"
