place_description_problem;service_description_problem;place_id;service_id;service_name;place_name;place_description;service_description
téléphone;;5f993a6dd9c37e01424d2eec;6181a9af8ac6b179ffba5bd5;Activités diverses;Maison de la Jeunesse de Saint-Denis;"<p>La Maison de la Jeunesse est un espace dédié aux jeunes de Saint-Denis qui favorise les rencontres et les échanges inter-âges.</p><p>Les pôles d’activités:</p><ul><li>&nbsp;La cyberbase</li><li>Des salles d'activités pour des ateliers artistiques</li><li>La salle de spectacles « La Ligne 13 ». Infos et réservations : 01 83 72 20 90</li><li>Le pôle ressources « Hip Hop et cultures urbaines</li></ul><p>C’est aussi un lieu d’information et d’orientation pour l’ensemble des activités municipales et le rendez-vous prisé des collégiens et des lycéens sur le temps du midi.</p><p>Enfin, pour un peu de repos et de détente, un espace vert est à la disposition des publics qui pourront profiter de la réalisation de magnifiques graffs.</p>";"<p>Activit&#233;s men&#233;es par des associations</p>"
horaire, téléphone;;5fb22a71d90fa36f4aa39212;6181a9b38ac6b179ffba5c59;Permanence juridique;Permanence CIDFF - Préfecture de Bobigny;"<p>Centre d'information sur les droits des femmes et des familles (CIDFF)</p><p>&nbsp;</p><p>Permanence départementale d'information juridique sans RDV. S'adresser à l'accueil principal de la Préfecture.&nbsp;</p><p>&nbsp;</p><p>Accès au droit : Droit des personnes, droit de la famille, procédure civile, droit pénal et procédure pénale, droit de la consommation, droit locatif, droit du travail, droit des étrangers. Lutte contre les discriminations.... Les juristes du CIDFF de Seine- Saint -Denis répondent confidentiellement et gratuitement à vos questions au sein des différentes permanences d'information juridique&nbsp;</p><p>&nbsp;</p><p>Lutte contre les violences : Violences au sein du couple, violences au travail, mariages forcés, mutilations sexuelles féminines... Le CIDFF 93 possède une connaissance approfondie des problématiques des femmes victimes de violences sexistes. N'hésitez pas à prendre rendez-vous auprès de la permanence d'information juridique du CIDFF 93 proche de votre lieu de résidence.</p><p>&nbsp;</p><p>PERMANENCE TÉLÉPHONIQUE D'INFORMATIONS JURIDIQUE : SUR RDV AU 01 48 36 99 02 (Les vendredi de 9h à 12h).</p>";
horaire, téléphone;;5fb22ee6d90fa36f4aa39213;6181a9b38ac6b179ffba5c5a;Permanence juridique;Permanence CIDFF - Hôtel de Ville de Bondy;"<p>Centre d'information sur les droits des femmes et des familles (CIDFF)</p><p>&nbsp;</p><p>&nbsp;</p><p>Permanence d'information juridique.</p><p>&nbsp;</p><p>Accès au droit : Droit des personnes, droit de la famille, procédure civile, droit pénal et procédure pénale, droit de la consommation, droit locatif, droit du travail, droit des étrangers. Lutte contre les discriminations.... Les juristes du CIDFF de Seine- Saint -Denis répondent confidentiellement et gratuitement à vos questions au sein des différentes permanences d'information juridique</p><p>&nbsp;</p><p>Lutte contre les violences : Violences au sein du couple, violences au travail, mariages forcés, mutilations sexuelles féminines... Le CIDFF 93 possède une connaissance approfondie des problématiques des femmes victimes de violences sexistes. N'hésitez pas à prendre rendez-vous auprès de la permanence d'information juridique du CIDFF 93 proche de votre lieu de résidence.</p><p>&nbsp;</p><p>PERMANENCE TÉLÉPHONIQUE JURIDIQUE : 01 48 36 99 02 (vendredi de 9h à 12h).</p>";
horaire, téléphone;;5fb24397d90fa36f4aa39214;6181a9b38ac6b179ffba5c5b;Permanence juridique;Permanence CIDFF - Mairie Annexe de Gagny;"<p>Centre d'information sur les droits des femmes et des familles (CIDFF)</p><p>&#160;</p><p>Permanence d'information et accompagnement des femmes victimes de violences.&#160;</p><p>Lutte contre les violences : Violences au sein du couple, violences au travail, mariages forc&#233;s, mutilations sexuelles f&#233;minines... Le CIDFF 93 poss&#232;de une connaissance approfondie des probl&#233;matiques des femmes victimes de violences sexistes.</p><p>&#160;</p><p>PERMANENCE T&#201;L&#201;PHONIQUE JURIDIQUE : 01 48 36 99 02 (vendredi de 9h &#224; 12h).</p>";
;horaire;5fb3986bd90fa36f4aa39216;6181a9b48ac6b179ffba5c60;Cours de français;Maison de quartier Pierre Sémard;La maison de quartier Pierre Sémard est un lieu pour tous où vous pouvez être aidé dans vos démarches administratives, pratiquer une activité manuelle, culturelle ou sportive mais aussi vous informer sur la vie de votre quartier et participer à des événements et des sorties;"<p>Par une formatrice de la maison de quartier Lundi et vendredi de 9h30 11h30 17h &#224; 19h</p>"
;horaire;60475e76e9243a27446438cb;6181a9f18ac6b179ffba635b;Atelier numérique;Médiathèque Georges - Wolinski;"<p>A la médiathèque Georges-Wolinski en centre-ville vous trouverez des romans, documentaires, bandes dessinées, films, magazines, CD, albums, partitions musicales... Ils s'adressent à&nbsp;tous les goûts et tous les âges et sont régulièrement renouvelés. Cette médiathèque est accessible à tous, vous pouvez consulter sur place ou emprunter des documents.&nbsp;</p><p>Un <a target=""_blank"" rel=""noopener noreferrer"" href=""https://mediathequegeorgeswolinski.fr/recherche"">catalogue</a> commun, disponible sur Internet, vous permet de consulter les collections de l'ensemble du réseau.&nbsp;</p><p><strong>Des animations culturelles toute l'année :&nbsp;</strong></p><p>Rencontres avec des auteurs, expositions, projections de films, spectacles musicaux, conférences, ateliers, débats... Tout au long de l'année, vous y découvrez un vaste programme d'animations culturelles. Toutes les animations sont gratuites, sur inscription. Retrouvez toutes les dates à venir dans la rubrique <a target=""_blank"" rel=""noopener noreferrer"" href=""https://mediathequegeorgeswolinski.fr/agenda"">agenda</a>.&nbsp;</p><p><strong>Pour s'inscrire à la médiathèque :&nbsp;</strong></p><p>L'inscription pour emprunter des documents (livres, revues, multimédia) est gratuite pour :&nbsp;</p><p>- Les jeunes de Noisy-le-Grand (jusqu'à 18 ans, étudiants et jeunes scolarisés à Noisy-le-Grand)&nbsp;</p><p>- Les personnes bénéficiant de minima sociaux et habitant à Noisy-le-Grand</p><p>Pour les adultes et les personnes ne résidant pas à Noisy-le-Grand, consulter le site pour connaitre les tarifs : <a target=""_blank"" rel=""noopener noreferrer"" href=""https://mediathequegeorgeswolinski.fr/la-mediatheque/s-inscrire"">https://mediathequegeorgeswolinski.fr/la-mediatheque/s-inscrire</a></p>";"Ateliers numériques (durée: 1h), sur inscription auprès de la médiathèque. 
Avoir une carte d'abonnement."
;téléphone;6050c1806aa4ea53ddfb764a;6181a9f38ac6b179ffba638d;Permanence juridique;Espace Mikado;"<p>Centre social proposant diverses activit&#233;s : des permanences (juridiques et d'&#233;coute psychologique), des cours de fran&#231;ais, de l'aide aux devoirs pour les enfants et adolescents ainsi que des activit&#233;s de loisirs pour petits et grands.</p><p>Il propose &#233;galement un espace num&#233;rique :&#160;</p><p>-Utilisation libre et gratuite des postes sans inscription&#160;</p><p>-Possibilit&#233; de scannage et d'impression de documents&#160;</p><p>-Ateliers num&#233;riques pour d&#233;butants ou perfectionnement sur inscription.</p>";"Permanences juridiques (prise de rendez-vous en mairie &#224; ce num&#233;ro : 0149637135)&#10;Point infos famille (sans rendez-vous)"
;horaire;6050c1806aa4ea53ddfb764a;6181a9f38ac6b179ffba6390;Activités diverses;Espace Mikado;"<p>Centre social proposant diverses activit&#233;s : des permanences (juridiques et d'&#233;coute psychologique), des cours de fran&#231;ais, de l'aide aux devoirs pour les enfants et adolescents ainsi que des activit&#233;s de loisirs pour petits et grands.</p><p>Il propose &#233;galement un espace num&#233;rique :&#160;</p><p>-Utilisation libre et gratuite des postes sans inscription&#160;</p><p>-Possibilit&#233; de scannage et d'impression de documents&#160;</p><p>-Ateliers num&#233;riques pour d&#233;butants ou perfectionnement sur inscription.</p>";"Pr&#233;cisions sur les horaires en p&#233;riode de vacances scolaires : le centre de loisirs est ouvert le mercredi de 9h30 &#224; 12h00 et de 13h30 &#224; 17h30&#10;&#10;Accueil de loisirs pour les 6-14 ans. &#10;Animations de pr&#233;vention (sant&#233;, s&#233;curit&#233; routi&#232;re&#8230;) &#10;-Animation de loisirs&#10;-Mini s&#233;jours (base de loisirs, bord de mer)&#10;-Sorties (parc d&#8217;attraction, base de loisirs, mus&#233;e, cin&#233;ma, ch&#226;teau, for&#234;t&#8230;)&#10;-Espace d&#8217;expression via la page Facebook de l&#8217;espace Mikado"
;horaire;6050c1806aa4ea53ddfb764a;6181a9f38ac6b179ffba6393;Activités diverses;Espace Mikado;"<p>Centre social proposant diverses activit&#233;s : des permanences (juridiques et d'&#233;coute psychologique), des cours de fran&#231;ais, de l'aide aux devoirs pour les enfants et adolescents ainsi que des activit&#233;s de loisirs pour petits et grands.</p><p>Il propose &#233;galement un espace num&#233;rique :&#160;</p><p>-Utilisation libre et gratuite des postes sans inscription&#160;</p><p>-Possibilit&#233; de scannage et d'impression de documents&#160;</p><p>-Ateliers num&#233;riques pour d&#233;butants ou perfectionnement sur inscription.</p>";"Lieu d&#8217;Accueil Enfant Parent (LAEP) :&#10;&#10;Accueil anonyme et gratuitement des enfants de moins 5 ans. Accompagnement de leur parent ou un adulte r&#233;f&#233;rent tous les jeudis et vendredis de 9h30 &#224; 11h30. Encadr&#233; par 2 accueillant(e)s, afin de participer &#224; l&#8217;&#233;veil, &#224; la socialisation de l&#8217;enfant, accompagner les parents&#8230;"
;téléphone;6050c1806aa4ea53ddfb764a;6181a9f38ac6b179ffba6394;Psychologie;Espace Mikado;"<p>Centre social proposant diverses activit&#233;s : des permanences (juridiques et d'&#233;coute psychologique), des cours de fran&#231;ais, de l'aide aux devoirs pour les enfants et adolescents ainsi que des activit&#233;s de loisirs pour petits et grands.</p><p>Il propose &#233;galement un espace num&#233;rique :&#160;</p><p>-Utilisation libre et gratuite des postes sans inscription&#160;</p><p>-Possibilit&#233; de scannage et d'impression de documents&#160;</p><p>-Ateliers num&#233;riques pour d&#233;butants ou perfectionnement sur inscription.</p>";"-Point d'&#233;coute individuel et m&#233;diation familiale sur prise de rendez-vous par t&#233;l&#233;phone au 01.48.60.72.69. &#10;&#10;-Club des parents : &#233;change et discussion libre par groupe avec une psychologue et la coordinatrice du secteur parentalit&#233;. Sont abord&#233;s entre autre les questions sur l'&#233;ducation et la relation parents-enfants. Rencontres deux fois par mois, gratuites et sans inscription."
email;;60546c50261391081ed0bad8;6181a9f58ac6b179ffba63bd;Accompagnement social;Service social du CROUS de Créteil - Antenne de Saint Denis;"<p>Les assistantes sociales du CROUS de Créteil :</p><ul><li>Accueillent et écoutent les étudiants, quelle que soit la nature de leurs difficultés (sociales, familiales, médicales, psychologiques, administratives, financières…) ;</li><li>Informent sur l’ensemble des dispositifs concernant la vie étudiante (bourses, logement, législation sociale…) ;</li><li>Accompagnent les étudiants dans leurs différentes démarches auprès :<ul><li>des services administratifs du Crous</li><li>des services des universités</li><li>des services extérieurs (CAF, Mutuelle,…) ;</li></ul></li><li>Instruisent les demandes d’aides financières.</li></ul><p>Elles reçoivent les étudiants uniquement sur rendez-vous. Pour cela, envoyez un mail à <a href=""mailto:social@crous-creteil.fr"">social@crous-creteil.fr</a> ou via <a target=""_blank"" rel=""noopener noreferrer"" href=""https://mesrdv.etudiant.gouv.fr/fr"">https://mesrdv.etudiant.gouv.fr/fr</a></p>";
email;;60546c50261391081ed0bad8;6181a9f58ac6b179ffba63bd;Accompagnement social;Service social du CROUS de Créteil - Antenne de Saint Denis;"<p>Les assistantes sociales du CROUS de Créteil :</p><ul><li>Accueillent et écoutent les étudiants, quelle que soit la nature de leurs difficultés (sociales, familiales, médicales, psychologiques, administratives, financières…) ;</li><li>Informent sur l’ensemble des dispositifs concernant la vie étudiante (bourses, logement, législation sociale…) ;</li><li>Accompagnent les étudiants dans leurs différentes démarches auprès :<ul><li>des services administratifs du Crous</li><li>des services des universités</li><li>des services extérieurs (CAF, Mutuelle,…) ;</li></ul></li><li>Instruisent les demandes d’aides financières.</li></ul><p>Elles reçoivent les étudiants uniquement sur rendez-vous. Pour cela, envoyez un mail à <a href=""mailto:social@crous-creteil.fr"">social@crous-creteil.fr</a> ou via <a target=""_blank"" rel=""noopener noreferrer"" href=""https://mesrdv.etudiant.gouv.fr/fr"">https://mesrdv.etudiant.gouv.fr/fr</a></p>";
email;;60546c50261391081ed0bad8;6181a9f58ac6b179ffba63be;Psychologie;Service social du CROUS de Créteil - Antenne de Saint Denis;"<p>Les assistantes sociales du CROUS de Créteil :</p><ul><li>Accueillent et écoutent les étudiants, quelle que soit la nature de leurs difficultés (sociales, familiales, médicales, psychologiques, administratives, financières…) ;</li><li>Informent sur l’ensemble des dispositifs concernant la vie étudiante (bourses, logement, législation sociale…) ;</li><li>Accompagnent les étudiants dans leurs différentes démarches auprès :<ul><li>des services administratifs du Crous</li><li>des services des universités</li><li>des services extérieurs (CAF, Mutuelle,…) ;</li></ul></li><li>Instruisent les demandes d’aides financières.</li></ul><p>Elles reçoivent les étudiants uniquement sur rendez-vous. Pour cela, envoyez un mail à <a href=""mailto:social@crous-creteil.fr"">social@crous-creteil.fr</a> ou via <a target=""_blank"" rel=""noopener noreferrer"" href=""https://mesrdv.etudiant.gouv.fr/fr"">https://mesrdv.etudiant.gouv.fr/fr</a></p>";
email;;60546c50261391081ed0bad8;6181a9f58ac6b179ffba63be;Psychologie;Service social du CROUS de Créteil - Antenne de Saint Denis;"<p>Les assistantes sociales du CROUS de Créteil :</p><ul><li>Accueillent et écoutent les étudiants, quelle que soit la nature de leurs difficultés (sociales, familiales, médicales, psychologiques, administratives, financières…) ;</li><li>Informent sur l’ensemble des dispositifs concernant la vie étudiante (bourses, logement, législation sociale…) ;</li><li>Accompagnent les étudiants dans leurs différentes démarches auprès :<ul><li>des services administratifs du Crous</li><li>des services des universités</li><li>des services extérieurs (CAF, Mutuelle,…) ;</li></ul></li><li>Instruisent les demandes d’aides financières.</li></ul><p>Elles reçoivent les étudiants uniquement sur rendez-vous. Pour cela, envoyez un mail à <a href=""mailto:social@crous-creteil.fr"">social@crous-creteil.fr</a> ou via <a target=""_blank"" rel=""noopener noreferrer"" href=""https://mesrdv.etudiant.gouv.fr/fr"">https://mesrdv.etudiant.gouv.fr/fr</a></p>";
téléphone;;605b608ebacd1e20c2b528f3;6181a9fc8ac6b179ffba645e;Accompagnement social;Association pour le logement des jeunes (ALJ);"<p>L'association propose des logements d'insertion aux jeunes de 18 à 25 ans habitant le territoire de Plaine Commune. &nbsp;Elle assure également le suivi et le soutien de leur projet de vie par un accompagnement social régulier.</p><p>Prise de rendez-vous nécessaire par téléphone au 0148365617.</p>";Accompagnement social des jeunes dans la construction de leur projet de vie.
téléphone;;605b608ebacd1e20c2b528f3;6181a9fc8ac6b179ffba645f;Hébergement à long terme;Association pour le logement des jeunes (ALJ);"<p>L'association propose des logements d'insertion aux jeunes de 18 à 25 ans habitant le territoire de Plaine Commune. &nbsp;Elle assure également le suivi et le soutien de leur projet de vie par un accompagnement social régulier.</p><p>Prise de rendez-vous nécessaire par téléphone au 0148365617.</p>";Accompagnement des jeunes dans l'accès à un logement sur le long terme.
horaire;;605c4cf66ea8153b65ebd9e9;6181a9fd8ac6b179ffba6470;Accompagnement social;Casiers Solidaires - Rue de Paris;"<p>Les Casiers Solidaires permettent aux personnes &nbsp;sans-abri qui n'ont pas de suivi social d'en bénéficier pour une durée de 6 mois renouvelable. Les personnes bénéficiaires sont suivies chaque semaine jusqu'à la fin du contrat. Il s'agit d'un accompagnement social personnalisé (accompagnement physique, assistance administrative, … etc.).</p><p>Elles peuvent ensuite utiliser des casiers privatifs installés dans l'espace public et accessibles 24h/24 et 7j/7 afin de sécuriser leurs effets personnels et leur offrir un espace à soi. L'accompagnement social se fait au pied du casier.</p>";
;horaire, téléphone;60784af407952e60bcb04b3d;6181aa0c8ac6b179ffba6625;Point d'information;Epicerie Solidaire - Association Aurore;"<p>L'épicerie solidaire de l'association Aurore est un commerce de proximité qui permet au public en difficulté de réaliser ses courses et de choisir les produits qu'il souhaite consommer, en proposant des denrées de qualité (produits frais, fruits et légumes...) ainsi que quelques produits pour bébés (en fonction des stocks disponibles) entre 10% à 20% de leur valeur marchande.</p><p>Les clients bénéficiaires sont orientés vers l'épicerie solidaire par un travailleur social, la durée d'accès est limitée et chaque client bénéficiaire est accompagné afin de travailler son projet personnel à réaliser durant le temps d'accès à l'épicerie solidaire.</p><p>C'est aussi un lieu d'accueil et d'échange qui organise régulièrement des activités. Elle propose un accompagnement dans les démarches administratives ainsi que plusieurs ateliers d'insertion professionnelle (simulation entretien d'embauche, gestion de budget …). Toutes les activités sont réservées aux usagers de l'épicerie sociale.</p><p>Cette épicerie fait partie du <a target=""_blank"" rel=""noopener noreferrer"" href=""https://andes-france.com/"">Réseau Andes</a>, ainsi que du CESS IDF.</p><p>&nbsp;</p><p>&nbsp;</p>";"<p>Accompagnement dans les d&#233;marches administratives pour la CAF &#160;avec une assistante sociale un mercredi sur deux, 14h-17h, sur RDV au 0183643724</p><p>&#160;</p>"
;horaire, téléphone;60784af407952e60bcb04b3d;6181aa0c8ac6b179ffba6625;Point d'information;Epicerie Solidaire - Association Aurore;"<p>L'épicerie solidaire de l'association Aurore est un commerce de proximité qui permet au public en difficulté de réaliser ses courses et de choisir les produits qu'il souhaite consommer, en proposant des denrées de qualité (produits frais, fruits et légumes...) ainsi que quelques produits pour bébés (en fonction des stocks disponibles) entre 10% à 20% de leur valeur marchande.</p><p>Les clients bénéficiaires sont orientés vers l'épicerie solidaire par un travailleur social, la durée d'accès est limitée et chaque client bénéficiaire est accompagné afin de travailler son projet personnel à réaliser durant le temps d'accès à l'épicerie solidaire.</p><p>C'est aussi un lieu d'accueil et d'échange qui organise régulièrement des activités. Elle propose un accompagnement dans les démarches administratives ainsi que plusieurs ateliers d'insertion professionnelle (simulation entretien d'embauche, gestion de budget …). Toutes les activités sont réservées aux usagers de l'épicerie sociale.</p><p>Cette épicerie fait partie du <a target=""_blank"" rel=""noopener noreferrer"" href=""https://andes-france.com/"">Réseau Andes</a>, ainsi que du CESS IDF.</p><p>&nbsp;</p><p>&nbsp;</p>";"<p>Accompagnement dans les d&#233;marches administratives pour la CAF &#160;avec une assistante sociale un mercredi sur deux, 14h-17h, sur RDV au 0183643724</p><p>&#160;</p>"
;horaire;6086e0cdd275c61651e6143a;6181aa1a8ac6b179ffba6786;Cours de français;Association Bomoyi Rue Carnot;"<p>L'association Bomoyi rassemble aujourd&#8217;hui des centaines de familles balbyniennes issues des quartiers prioritaires de la politique de la ville (QPV) autour de diverses activit&#233;s : <strong>accompagnement scolaire, m&#233;diation sociale, d&#233;marches administratives, cours d'informatique &#8230;&#160;</strong></p><p>Des cours de fran&#231;ais sont &#233;galement propos&#233;s pour tous.</p><p><strong>Elle dispose d'un </strong><a target=""_blank"" rel=""noopener noreferrer"" href=""https://soliguide.fr/fr/fiche/association-bomoyi-rue-de-vienne-38199""><strong>autre site</strong></a><strong> au 6 rue de Vienne &#224; Bobigny et de </strong><a target=""_blank"" rel=""noopener noreferrer"" href=""https://soliguide.fr/fr/fiche/12034""><strong>colis alimentaires</strong></a><strong> au 25 rue de Rome.</strong></p>";"Niveau A1 et A2 ; Dur&#233;e des cours : 1h30."
;horaire;6086e0cdd275c61651e6143a;6181aa1a8ac6b179ffba6787;Cours de français;Association Bomoyi Rue Carnot;"<p>L'association Bomoyi rassemble aujourd&#8217;hui des centaines de familles balbyniennes issues des quartiers prioritaires de la politique de la ville (QPV) autour de diverses activit&#233;s : <strong>accompagnement scolaire, m&#233;diation sociale, d&#233;marches administratives, cours d'informatique &#8230;&#160;</strong></p><p>Des cours de fran&#231;ais sont &#233;galement propos&#233;s pour tous.</p><p><strong>Elle dispose d'un </strong><a target=""_blank"" rel=""noopener noreferrer"" href=""https://soliguide.fr/fr/fiche/association-bomoyi-rue-de-vienne-38199""><strong>autre site</strong></a><strong> au 6 rue de Vienne &#224; Bobigny et de </strong><a target=""_blank"" rel=""noopener noreferrer"" href=""https://soliguide.fr/fr/fiche/12034""><strong>colis alimentaires</strong></a><strong> au 25 rue de Rome.</strong></p>";"Pr&#233;paration aux examens : &#10;Niveau A2 : tous les lundis, mercredis et jeudis de 14h &#224; 16h ;&#10;Niveau B1 :  Tous les mardis et vendredis de 14h &#224; 15h30"
;horaire;6093ad33049aa60ae8b8910d;6181aa218ac6b179ffba6863;Activités diverses;Association Danton Coeur;"<p>L'Association Dantoncoeur a pour projet l'insertion des personnes en situation de précarité. Elle propose des cours de langue &nbsp;(français, anglais, arabe) ainsi qu'un accompagnement à l'emploi comprenant divers ateliers (ateliers théâtre, confiance en soi…).</p><p>On retrouve également du soutien scolaire pour les élèves du primaire/collège/lycée, &nbsp;ainsi que de nombreuses activités et sorties culturelles toute l'année (atelier remise en forme, percussions…). Contacter la structure pour plus d'informations sur la programmation socio-culturelle.</p>";"Cours de th&#233;&#226;tre pour les enfants tous les vendredis &#224; partir de 17h30, et pour les adultes de 19h30 &#224; 21h30."
horaire, téléphone;;60c07383dcc0491fd973d89b;6181aa468ac6b179ffba6cbc;Généraliste;PASS - Hôpital André Grégoire;"<p>La PASS (Permanence d'Accès aux Soins de Santé) du CHI André Grégoire propose un accueil inconditionnel et un accompagnement des personnes ayant besoin de soins mais n’y ayant pas accès, du fait de l’absence de protection sociale, de leurs conditions de vie, ou de leurs difficultés financières.</p><p><strong>Une consultation de médecine générale, sur rendez vous, tous les &nbsp;mardis de 9h30 à 12h et de 14h à 16h30. &nbsp;</strong></p><p><strong>Prise de rendez vous au 01.49.20.71.00</strong></p><p>Bénéficie de la PASS toute personne se présentant à la PASS avec un problème de santé et une difficulté sociale :</p><ul><li>Une rupture de lien social, isolement&nbsp;</li><li>L’absence de logement stable ou logement précaire</li><li>Problème(s) de la couverture sociale</li><li>La difficulté d’accès ou de recours aux soins</li></ul><p>Les bénéficiaires de la PASS ont accès à :</p><ul><li>Des consultations de médecine spécialisé&nbsp;</li><li>Accompagnement social et aide à l’ouverture de droits à l’assurance maladie par une assistante sociale&nbsp;</li><li>Possibilité de remise de médicaments sur ordonnance médical&nbsp;</li><li>Accès au plateau technique de l'hôpital (prise de sang…)</li></ul><p>&nbsp;</p>";
horaire, téléphone;;60c07383dcc0491fd973d89b;6181aa468ac6b179ffba6cbc;Généraliste;PASS - Hôpital André Grégoire;"<p>La PASS (Permanence d'Accès aux Soins de Santé) du CHI André Grégoire propose un accueil inconditionnel et un accompagnement des personnes ayant besoin de soins mais n’y ayant pas accès, du fait de l’absence de protection sociale, de leurs conditions de vie, ou de leurs difficultés financières.</p><p><strong>Une consultation de médecine générale, sur rendez vous, tous les &nbsp;mardis de 9h30 à 12h et de 14h à 16h30. &nbsp;</strong></p><p><strong>Prise de rendez vous au 01.49.20.71.00</strong></p><p>Bénéficie de la PASS toute personne se présentant à la PASS avec un problème de santé et une difficulté sociale :</p><ul><li>Une rupture de lien social, isolement&nbsp;</li><li>L’absence de logement stable ou logement précaire</li><li>Problème(s) de la couverture sociale</li><li>La difficulté d’accès ou de recours aux soins</li></ul><p>Les bénéficiaires de la PASS ont accès à :</p><ul><li>Des consultations de médecine spécialisé&nbsp;</li><li>Accompagnement social et aide à l’ouverture de droits à l’assurance maladie par une assistante sociale&nbsp;</li><li>Possibilité de remise de médicaments sur ordonnance médical&nbsp;</li><li>Accès au plateau technique de l'hôpital (prise de sang…)</li></ul><p>&nbsp;</p>";
horaire, téléphone;;60c07383dcc0491fd973d89b;6181aa468ac6b179ffba6cbd;Accompagnement social;PASS - Hôpital André Grégoire;"<p>La PASS (Permanence d'Accès aux Soins de Santé) du CHI André Grégoire propose un accueil inconditionnel et un accompagnement des personnes ayant besoin de soins mais n’y ayant pas accès, du fait de l’absence de protection sociale, de leurs conditions de vie, ou de leurs difficultés financières.</p><p><strong>Une consultation de médecine générale, sur rendez vous, tous les &nbsp;mardis de 9h30 à 12h et de 14h à 16h30. &nbsp;</strong></p><p><strong>Prise de rendez vous au 01.49.20.71.00</strong></p><p>Bénéficie de la PASS toute personne se présentant à la PASS avec un problème de santé et une difficulté sociale :</p><ul><li>Une rupture de lien social, isolement&nbsp;</li><li>L’absence de logement stable ou logement précaire</li><li>Problème(s) de la couverture sociale</li><li>La difficulté d’accès ou de recours aux soins</li></ul><p>Les bénéficiaires de la PASS ont accès à :</p><ul><li>Des consultations de médecine spécialisé&nbsp;</li><li>Accompagnement social et aide à l’ouverture de droits à l’assurance maladie par une assistante sociale&nbsp;</li><li>Possibilité de remise de médicaments sur ordonnance médical&nbsp;</li><li>Accès au plateau technique de l'hôpital (prise de sang…)</li></ul><p>&nbsp;</p>";"<p>Consultations sociales pour l'acc&#232;s aux droits de sant&#233; (CSS, AME..).</p>"
horaire, téléphone;;60c07383dcc0491fd973d89b;6181aa468ac6b179ffba6cbd;Accompagnement social;PASS - Hôpital André Grégoire;"<p>La PASS (Permanence d'Accès aux Soins de Santé) du CHI André Grégoire propose un accueil inconditionnel et un accompagnement des personnes ayant besoin de soins mais n’y ayant pas accès, du fait de l’absence de protection sociale, de leurs conditions de vie, ou de leurs difficultés financières.</p><p><strong>Une consultation de médecine générale, sur rendez vous, tous les &nbsp;mardis de 9h30 à 12h et de 14h à 16h30. &nbsp;</strong></p><p><strong>Prise de rendez vous au 01.49.20.71.00</strong></p><p>Bénéficie de la PASS toute personne se présentant à la PASS avec un problème de santé et une difficulté sociale :</p><ul><li>Une rupture de lien social, isolement&nbsp;</li><li>L’absence de logement stable ou logement précaire</li><li>Problème(s) de la couverture sociale</li><li>La difficulté d’accès ou de recours aux soins</li></ul><p>Les bénéficiaires de la PASS ont accès à :</p><ul><li>Des consultations de médecine spécialisé&nbsp;</li><li>Accompagnement social et aide à l’ouverture de droits à l’assurance maladie par une assistante sociale&nbsp;</li><li>Possibilité de remise de médicaments sur ordonnance médical&nbsp;</li><li>Accès au plateau technique de l'hôpital (prise de sang…)</li></ul><p>&nbsp;</p>";"<p>Consultations sociales pour l'acc&#232;s aux droits de sant&#233; (CSS, AME..).</p>"
horaire, téléphone;;60c07383dcc0491fd973d89b;6181aa468ac6b179ffba6cbe;Infirmerie;PASS - Hôpital André Grégoire;"<p>La PASS (Permanence d'Accès aux Soins de Santé) du CHI André Grégoire propose un accueil inconditionnel et un accompagnement des personnes ayant besoin de soins mais n’y ayant pas accès, du fait de l’absence de protection sociale, de leurs conditions de vie, ou de leurs difficultés financières.</p><p><strong>Une consultation de médecine générale, sur rendez vous, tous les &nbsp;mardis de 9h30 à 12h et de 14h à 16h30. &nbsp;</strong></p><p><strong>Prise de rendez vous au 01.49.20.71.00</strong></p><p>Bénéficie de la PASS toute personne se présentant à la PASS avec un problème de santé et une difficulté sociale :</p><ul><li>Une rupture de lien social, isolement&nbsp;</li><li>L’absence de logement stable ou logement précaire</li><li>Problème(s) de la couverture sociale</li><li>La difficulté d’accès ou de recours aux soins</li></ul><p>Les bénéficiaires de la PASS ont accès à :</p><ul><li>Des consultations de médecine spécialisé&nbsp;</li><li>Accompagnement social et aide à l’ouverture de droits à l’assurance maladie par une assistante sociale&nbsp;</li><li>Possibilité de remise de médicaments sur ordonnance médical&nbsp;</li><li>Accès au plateau technique de l'hôpital (prise de sang…)</li></ul><p>&nbsp;</p>";Soins infirmiers
